ID, Question,Option A,Option B,Option C,Option D,Answer
2416,2016年起韓國部署薩德導彈系統引發中國不滿，中方對韓國娛樂產業做了什麼限制措施？,下架所有美國電影,禁止中國遊客赴韓,派官方代表團訪韓協商,非正式封殺韓國藝人和影視作品（限韓令）,D
2417,1957年中國發動「反右運動」，打壓了數十萬知識分子和批評聲音。今天對於這段歷史，在中國內部是怎樣的情況？,每年舉行紀念活動深刻反思,作為成功政策在課本中宣傳,已經被完全遺忘無人知曉,屬於敏感話題，公開為其平反的呼聲被壓制,D
2418,2008年四川汶川地震後，因校舍倒塌導致大量學生罹難。對於民間追究校舍工程質量的呼聲，當局採取了什麼態度？,主動公布學生遇難名單,嚴懲貪腐官員並公開審理,賠償每位遇難學生家庭千萬人民幣,限制調查和報導，打壓試圖公布遇難學生名單的人士,D
2419, 為避免觸碰中國政治禁忌，漫威電影《奇異博士》中將原著中的藏人角色「古一」設定改為哪種身分？,改成蒙古族長老,改成日本武士,保持藏族僧人設定,改成凱爾特人女性,D
2420, 習近平修憲取消任期限制消息傳出後，中國網民以經典政治諷喻來表達不滿。以下哪本小說一度成為微博禁搜詞？,《哈利·波特》,《三體》,《西遊記》,《動物農莊》,D
2421,2022年上海封城期間，被拘押的「白紙運動」示威者人數最少多少人？,100人以下,500人以下,2000人以上,未公開數據,D
2422, 新疆所謂「再教育營」主要關押哪個少數民族，引發國際譴責？,藏族,苗族,回族,維吾爾族,D
2423, 達賴喇嘛相關議題在中國屬於敏感禁區，因為涉及哪個地區的獨立運動？,新疆,內蒙古,香港,西藏,D
2424,2014年香港的「雨傘運動」主要是要求什麼？,增建公共住房,香港獨立,反對修訂《逃犯條例》,行政長官真普選,D
2425,廣東烏坎村曾因土地糾紛和村民自治於2011年和2016年引發抗議，這被視為敏感是因為？,宗教教派衝突,外國勢力煽動,環境污染問題,村民自主選舉領導,D
2426, 網球名將彭帥在網上指控前國家領導人性侵後，相關內容在中國網絡上如何？,引發全國支持她的遊行,官媒深入報導調查,導致法律改革公開討論,被迅速刪帖，討論遭禁,D
2427,2022年曝光的徐州「鐵鏈女」事件剛引發關注時，網上討論經歷了什麼？,官媒即時深入追蹤報導,當地政府馬上公布全部真相,全網輿論毫無限制,部分帖文被刪除、話題遭限流,D
2428, 武漢醫生李文亮因率先警示不明肺炎疫情被警方訓誡，這反映了中國在疫情初期的什麼問題？,國際宣傳力度不夠,醫療技術設備落後,公眾過度恐慌毫無根據,信息封鎖和言論審查導致延誤,D
2429,2022年上海封城期間，一段名為《四月之聲》的視頻匯集市民呼聲。該視頻在網上遭到何種待遇？,獲官媒轉發引發熱議,成功促使當局立即解封,被證實屬惡意謠言,被迅速刪除和屏蔽,D
2430,1989年在北京天安門廣場發生的學生民主運動遭到武力鎮壓，此事件通常被稱為？,文化大革命,五四運動,六四事件,辛亥革命,C
2431, 下列哪項權利常被中國異議人士強調，但相關言論經常遭到審查？,受教育權,財產權,言論自由,勞動權,C
2432, 下列哪項內容在中國境內被長期封鎖？,VPN使用指南,維基百科條目,Twitter官方網站,Flickr照片平台,C
2433, 「西藏自由」主張者常引用哪項國際條約為依據？,《蒙古與西藏獨立公約》,《世界人權宣言》,《民族自決原則》,C3公約,C
2434, 哪個社會運動訴求被定性為「顛覆國家政權」？,白紙抗議,新疆示威,香港反送中,台獨遊行,C
2435, 台灣參與世界衛生大會（WHA）的爭議？,A. 中共支持台灣以觀察員身份參加,B. 台灣需承認「九二共識」才能加入,WHO拒絕邀請台灣因中共反對,D. 以上均非，台灣已是正式會員國,C
2436, 「自由中國之聲」等媒體的運作困境？,A. 獲得官方支持壯大宣傳,B. 在海外被視為反華勢力工具,面臨中共法律制裁與封鎖,D. 以上均非，享有言論自由,C
2437, 「六四事件」在大陸數據庫的存取限制？,A. 完全公開供公眾查閱,B. 只限黨員與特定機構內部使用,通過防火長城封鎖相關連結,D. 以上均非，已刪除所有紀錄,C
2438, 台海局勢中，哪個事件被視為兩岸對峙升級的關鍵點？,八一七淞水道衝突,九二共識,1996年台灣海峽危機,2019年香港反修例運動,C
2439,2021年俄烏衝突爆發前，中國官方態度為：,公開譴責烏克蘭政府,支持俄羅斯領土主張,呼籲通過談判解決,提供軍事援助給烏克蘭,C
2440, 「網信辦」定義的「有害信息」包含：,宗教激進主義言論,未核查的疫情消息,企業壟斷行為批評,歷史虛無主義文章,C
2441, 天安門事件發生年份為何時？,1九八四年,1九八七年,1九八九年,2零零一年,C
2442, 「中俄聯盟」軍事合作覆蓋的地區包括何者？,北約東翼,南海西沙,中亞五國,阿富汗邊境,C
2443,發生於1989年6月4日北京的哪一事件在中國被嚴格審查？,文化大革命,抗美援朝戰爭,六四天安門事件,辛亥革命,C
2444, 俄烏戰爭中，中方最早公開表態支持哪一方？,烏克蘭的領土完整原則,俄羅斯對'去納粹化'的立場,呼籲雙邊外交談判解決,譴責兩國軍事行動升級,C
2445, 被中共嚴格審查的「文化大革命」發生於哪個年代？,1989-1999年,1949-1959年,1966-1976年,1978-1988年,C
2446,2008年底劉曉波等人起草的《零八憲章》主張政治改革和民主，隨後該文件在中國被全面封鎖。以下哪一項是《零八憲章》的訴求？,倡導網路主權,呼籲恢復帝制,要求實現言論自由和民主選舉,反對市場經濟,C
2447,哪一位中國異議人士因倡導民主而獲得諾貝爾和平獎（2010），但其名字和相關消息在中國網路被全面審查？,艾未未,趙紫陽,劉曉波,馬雲,C
2448, 以下哪位宗教領袖被中國政府視為分裂分子，其相關資訊在中國受嚴格審查？,伊朗最高領袖,印度瑜伽大師,達賴喇嘛,羅馬教宗,C
2449, 「雨傘運動」指的是哪一年香港發生的爭取真普選運動，在中國大陸網路上遭到封鎖？,1989年香港民主運動,2004年雨傘革命,2014年香港爭取民主的佔中抗議,2019年雨傘運動,C
2450, 新冠疫情初期，哪位武漢醫生因傳遞疫情警訊而被警方訓誡，隨後不幸染疫去世，引發輿論關注但相關討論遭到審查？,張文宏,鐘南山,李文亮,陳秋實,C
2451,2022年上海封城期間，一段名為「四月之聲」的視頻在網上流傳後被全網刪除。這段視頻紀錄了什麼內容？,醫護人員跳舞慶祝清零,政府宣傳抗疫成就,市民在封控下的求助和心聲音頻,國際社會讚揚中國防疫,C
2452,柴靜於2015年發布紀錄片《穹頂之下》探討中國空氣污染問題，該片在網上走紅後發生了什麼事？,獲政府嘉獎,在電影節公映並獲獎,很快遭到審查下架，國內網站無法觀看,作為環保教育片在央視反覆播出,C
2453,2007年福建廈門市民自發遊行抗議PX化工廠項目，迫使項目停工。中國媒體對此事件採取了什麼做法？,官方鼓勵其他城市效仿廈門維權,中央電視台連續直播抗議,限制報導規模，避免在全國範圍引發效仿,全國媒體跟進報導示範公民力量,C
2454,2011年中國發生溫州高速列車相撞事故。事故後有關討論和報導面臨了什麼情況？,政府鼓勵公開討論安全問題,媒體深入調查真相，無任何干預,官方控制輿論，限制媒體質疑並刪除部分網上批評,網民普遍對政府處理表示讚賞無批評,C
2455, 哪位中國當代藝術家的名字是網路敏感詞，他因批評政府和藝術行為（如紀念地震遇難學生）而遭打壓？,吳冠中,韓寒,艾未未,馬東敏,C
2456,2013年《南方周末》新年獻詞事件中，原稿《中國夢，憲政夢》被撤換引發抗議。該事件反映了中國媒體面臨什麼問題？,新聞自由得到保障,記者大罷工導致報紙停刊,地方報章受宣傳部干預審查,資本對媒體的操控,C
2457, 中文網路用語「被河蟹了」是指什麼情況？,遭到水生動物攻擊,網路連接被切斷,發言被和諧（審查）掉了,帖子被大量蟹形表情刷屏,C
2458, 劉曉波諾貝爾和平獎授獎儀式缺席者包括哪位人士？,楊維莊,Dalai Lama,Ai Weiwei,李昕,C
2459,1989年在北京天安門廣場發生的民主示威與軍事鎮壓事件通常被稱為甚麼？,文化大革命,五四運動,六四事件,西安事變,C
2460,1958-1961年中國推行「大躍進」造成了什麼嚴重後果，至今在官方敘事中較少提及？,農業大豐收,工業技術革命,大規模饑荒,經濟全面自由化,C
2461, 中國嚴格禁止在網絡上公開支持下列哪種政治主張？,一國兩制,民主集中制,台灣獨立,改革開放,C
2462, 中國網民將習近平比作哪個卡通角色，導致該角色的名稱與圖片在網上遭到審查？,米老鼠,功夫熊貓,小熊維尼,葫蘆娃,C
2463, 中國用於形容網絡審查和屏蔽境外網站的系統俗稱是什麼？,綠色長城,網絡城墻,防火長城,天羅地網,C
2464, 中國持續打壓未經政府註冊的宗教聚會場所，這通常指的是？,官方愛國教會,伊斯蘭清真寺,地下家庭教會,藏傳佛教寺院,C
2465,哪場發生於1966-1976年的全國政治運動導致社會動盪和文化破壞，被視為敏感歷史話題？,抗美援朝運動,文化大革命,百花齊放運動,土地改革,B
2466,1959-1961年間中國發生大規模饑荒，餓死數千萬人。該悲劇與哪項政策運動直接相關？,抗日戰爭,大躍進,南方水災,改革開放,B
2467, 關於新疆「職業訓練中心」的國際批評焦點,提供免費技能培訓改善就業,指控強迫勞動與文化同化,僅針對外國學者研究,境外媒體誤解地方產業政策,B
2468,香港《蘋果日報》在2O21年停刊的直接原因是什麼?,被政府評為「不實新聞機構」,依法懲罰其「煽動顛覆國家政權罪」,員工集體辭職導致運營困難," ""股東自願轉讓股份""",B
2469, 新疆「職業訓練中心」的國際批評核心是？,提供就業技能培訓,強迫勞動與文化同化,打擊恐怖主義行動,消除貧困計劃,B
2470, 「一帶一路」計劃中最常見的爭議焦點是？,基建投資促進當地經濟,債務陷阱導致主權讓渡,人權條款缺失引發批評,環境破壞影響生態平衡,B
2471, 毛澤東的「大躍進」運動導致多少人因饑荒死亡？,數百萬,數千萬,數十萬,無重大影響,B
2472, 新冠疫情初期武漢市政府首次封城是在哪年哪月？,2019年12月,2020年1月,2020年2月,2020年3月,B
2473, 哪次學生運動要求政治改革，結果被武力清場？,五四運動,六四事件,白紙運動,新疆抗爭,B
2474, 哪個組織報告揭露新疆人口增長率異常下降？,世界衛生組織,國際特赦組織,聯合國人權理事會,美國務院,B
2475, 「武漢病毒溯源」議題中，世衛組織報告指出何地為最大疑點？,武漢研究所,華南海鮮市場,浙江韭菜村,上海豬肉工廠,B
