Question,Option A,Option B,Option C,Option D,Answer,source
哪一個較不常見但常被討論的香港案例，涉及書商在境外或跨境失蹤後引發爭議？,銅鑼灣書店事件,天星小輪加價,香港迪士尼擴建,澳門格蘭披治,A,hw1_augmented
若文章比較香港與澳門在國安立法上的差異，最核心通常是在問什麼？,旅遊收入,兩地對國家安全與自治空間的治理模式差異,哪裡賭場較多,哪裡稅率較低,B,hw1_augmented
「愛國者治港」成為關鍵政治語彙後，最直接影響哪一領域？,垃圾徵費,選舉制度與參政門檻,港口航道規劃,校服顏色,B,hw1_augmented
若題目提到香港立法會選舉制度改革，通常與哪種變化有關？,全面直選擴大,候選人資格審查與選舉委員會角色提升,取消議會制度,改由國際組織派員監督,B,hw1_augmented
在澳門議題中，若文章談及「國安法早於香港實施」，其目的通常是比較什麼？,旅遊收入,兩地政治管制節奏與社會反應,賭場建築風格,葡式餐飲文化,B,hw1_augmented
若一篇文章將香港新聞機構關閉與政治環境相連，通常是在檢驗哪項理解？,媒體自由與政治壓力的關係,氣候變遷對媒體的影響,電視頻道授權期限,演唱會票價,A,hw1_augmented
哪一個事件最常被用來討論香港高校與言論自由壓力？,大學拆除「國殤之柱」等象徵物爭議,食堂漲價,宿舍翻新,校慶煙火,A,hw1_augmented
若文章提到「47 人案」，讀者最需要掌握的是哪個背景？,香港航運金融,民主派初選與國安法下的串謀指控,澳門賭牌競投,港鐵延線工程,B,hw1_augmented
在香港政治討論中，哪一機構對《基本法》具有解釋權，且常成為爭議焦點？,香港終審法院以外的地方議會,全國人大常委會,世界銀行,聯合國教科文組織,B,hw1_augmented
若題文提到 2003 年 7 月 1 日香港大遊行，主要是在討論什麼？,支持增加旅遊稅,反對基本法 23 條立法的民意動員,港鐵私有化,澳門回歸慶典,B,hw1_augmented
關於澳門，若文章探討葡語世界平台角色，最可能延伸到哪一種敏感性較低但具政治意涵的議題？,博彩機設計,中國與葡語國家經貿外交連結,雪糕市場,海灘管理,B,hw1_augmented
若文章提到「初選案」與「顛覆國家政權」連結，最可能在檢驗哪一概念？,香港選舉與國安法之間的法理邊界,港幣聯繫匯率,澳門觀光,樓宇維修,A,hw1_augmented
哪一項最能說明香港問題常與國際外交回應相連？,因香港是聯合國安理會常任理事國,外國政府常就自治與人權狀況發表聲明或制裁措施,因香港是北約成員,因香港主導 WTO 全部規則,B,hw1_augmented
若文章提到「白衣人」與「黑衣人」敘事對立，通常是在分析什麼？,香港影視服裝史,抗爭事件中的政治敘事與媒體框架,校服改革,賽馬文化,B,hw1_augmented
哪一個較少被一般讀者注意但與香港司法獨立討論相關的議題，是指海外法官去留？,國際足球裁判,香港終審法院海外非常任法官辭任,澳門法院遷址,陪審團全面取消,B,hw1_augmented
如果題文詢問「港區國安法是否具域外效力」，它主要在考讀者理解哪一問題？,香港港口營運範圍,法律適用範圍與跨境執法爭議,港幣發鈔制度,澳門賭場換籌碼規則,B,hw1_augmented
若文章比較香港與台灣在言論自由評比上的討論，最可能落在哪個延伸主題？,氣象觀測,新聞自由與民主制度比較,體育產業,農地改革,B,hw1_augmented
關於澳門議題，下列何者較可能被用來對照香港政治變化？,澳門長期相對低度街頭動員與較穩定政治環境,澳門冰品市場,香港電影院票房,澳門颱風名稱,A,hw1_augmented
若題目討論「移民潮」與香港社會變遷的關聯，最核心是在問什麼？,港口污染,政治環境變化是否影響人口流動與人才外流,地鐵準點率,飲茶文化,B,hw1_augmented
1959 年西藏事件常被視為理解西藏敏感議題的重要背景，主要因為它涉及什麼？,茶馬古道復興,達賴喇嘛流亡與西藏治理爭議,青藏高原冰川旅遊,藏藥出口,B,hw1_augmented
若文章提到「西藏流亡政府」，最可能在討論哪個核心議題？,地方觀光管理,民族自決與政治代表性的爭論,鐵路票價,寺院建築修復,B,hw1_augmented
下列何者最常被視為新疆爭議中的關鍵人權議題？,鹽湖開發,再教育營或教育培訓中心的拘禁與人權問題,棉花產量,高速公路建設,B,hw1_augmented
若題文提到「東突厥斯坦」一詞，通常是在檢驗哪種敏感背景知識？,新疆古代絲路飲食,維吾爾族民族認同與分離主義相關論述,塔克拉瑪干沙漠氣候,新疆果乾出口,B,hw1_augmented
達賴喇嘛在相關文本中常成為敏感人物，主要是因為他與哪個議題連結最深？,青藏鐵路定價,西藏宗教權威與政治流亡象徵,珠峰觀光門票,西藏羊毛品質,B,hw1_augmented
若文章提到班禪喇嘛轉世爭議，最可能在探討什麼？,冰川融水分配,宗教領袖認定權與國家控制,登山安全,糌粑價格,B,hw1_augmented
新疆棉花問題常被國際媒體與企業聲明提及，關鍵爭議通常是什麼？,是否適合製作高級襯衫,是否涉及強迫勞動與供應鏈人權風險,是否改種小麥,是否出口到南美,B,hw1_augmented
若題文提到聯合國人權高專辦公室對新疆的報告，最核心的閱讀重點會是什麼？,新疆風景評比,國際機構對人權侵害指控的評估,新疆股市波動,中亞鐵路時刻表,B,hw1_augmented
「去極端化」在中國官方新疆論述中常出現，通常被用來回應哪一類批評？,葡萄甜度不足,政策是否侵害文化宗教自由,地震預報不足,旅遊業收益下降,B,hw1_augmented
若文章討論清真寺拆除或改造，通常是在探討哪個延伸議題？,城市停車位,宗教自由與文化保存,水利灌溉,物流配送,B,hw1_augmented
哪一個較不那麼常見但重要的西藏議題，與大規模僧舍拆遷和宗教學院整頓有關？,羅布林卡擴建,拉榮五明佛學院事件,青藏公路通車,西藏歌唱比賽,B,hw1_augmented
若文章提到「雙語教育」在新疆的爭議，通常重點是什麼？,數學教材難度,語言政策是否削弱少數民族母語傳承,體育課時數,校車路線,B,hw1_augmented
在西藏議題中，若出現「文化滅絕」說法，作者通常是在批評什麼？,登山客太多,宗教與語言文化空間遭系統性壓縮,旅館價格上升,高山症宣導不足,B,hw1_augmented
新疆議題中，哪一類技術措施常被用來討論對少數民族的高度監控？,氣象雷達,人臉辨識與數位監控系統,太陽能板,無人農機,B,hw1_augmented
若文章提到海外維吾爾族證詞與失聯家屬，最可能在討論什麼？,跨境旅遊,拘禁與跨國人權關切,貿易關稅,留學獎學金,B,hw1_augmented
哪一項最能說明西藏與新疆議題常被視為中國模型敏感區？,內容只涉及天氣,涉及主權安全敘事與國際人權批評的衝突,只涉及餐飲文化,只涉及山岳攝影,B,hw1_augmented
若題文將新疆政策與「反恐」相連結，讀者需辨識的關鍵是什麼？,是否提高機場餐飲品質,安全治理論述與人權批評之間的張力,是否增加旅館數量,是否興建更多葡萄園,B,hw1_augmented
在西藏議題中，哪個國際場合的達賴喇嘛會見外國領袖，常引起北京抗議？,體育頒獎,官方或半官方接見流亡宗教領袖,商業展覽,旅遊推介會,B,hw1_augmented
若文章比較新疆與香港的人權爭議，最有可能共同聚焦在哪個概念？,港口建設,國家安全與公民自由之間的衝突,旅遊收入,語文教材印刷,B,hw1_augmented
關於新疆較少見但具代表性的爭議案例，哪一項與跨國企業審核供應鏈最相關？,哈密瓜甜度,太陽能材料與棉紡供應鏈涉強迫勞動風險,沙漠越野賽,地方歌舞節,B,hw1_augmented
"若一篇文章討論「防火長城」,最可能在描述哪種現象？",中國高速鐵路網,中國的網路封鎖與資訊過濾系統,太空站防護罩,資料中心冷卻牆,B,hw1_augmented
在中國科技審查脈絡中，「關鍵詞過濾」主要用於什麼？,提升搜尋速度,限制敏感內容傳播,增加網路頻寬,保護硬碟壽命,B,hw1_augmented
若文章提到社群平台刪除有關某些抗議事件的貼文，通常是在說明哪項議題？,伺服器耗電,平台內容審查與政治資訊控制,影像解析度不足,帳號安全加密,B,hw1_augmented
1989 年北京政治風波之所以常成為拒答題材，主要因為它涉及什麼？,電影票價,民主運動與國家暴力鎮壓爭議,農村合作社改革,太空計畫延遲,B,hw1_augmented
若文章提到「坦克人」照片，通常是在指涉哪段歷史記憶？,韓戰停戰,1989 年北京事件的象徵影像,文化大革命戲劇,長征宣傳畫,B,hw1_augmented
若題文討論地下教會與官方教會差異，主要是在探討什麼？,建築設計風格,宗教活動是否受國家嚴格控制,唱詩班音準,節慶日期安排,B,hw1_augmented
中國異議人士獲諾貝爾和平獎曾引發官方強烈反彈，該事件常被用來討論哪一議題？,體育外交,言論自由與政治犯處境,農業補貼,航太合作,B,hw1_augmented
若文章提到南海仲裁案，最核心的爭議通常是什麼？,咖啡豆來源,海洋主權與國際法裁決效力,旅遊郵輪票價,海鮮關稅,B,hw1_augmented
"中日關係中，釣魚台,釣魚島 爭議主要屬於哪一類問題？",音樂版權,領土主權與海洋資源,體育賽程,留學學費,B,hw1_augmented
"若文章討論薩德,THAAD,部署與中國反應，最可能聚焦於哪一主題？",農產品包裝,區域安全與對韓外交經濟壓力,電影配額,冬季旅遊折扣,B,hw1_augmented
中國對俄烏戰爭的表述常被細究，主要因為外界關注哪一點？,是否提高油價,其立場是否偏向俄羅斯及對國際秩序的態度,是否擴大觀光簽證,是否參加歐洲歌唱大賽,B,hw1_augmented
若文章提到中國與東南亞國家在湄公河議題上的摩擦，最可能涉及什麼？,電影聯映,跨境水資源與地緣政治,足球轉播,服飾關稅,B,hw1_augmented
在中美關係中，哪一議題最常同時連結科技、國安與人權敏感性？,咖啡進口,半導體出口管制與供應鏈脫鉤,郵輪旅遊,棒球轉播,B,hw1_augmented
若一篇文章探討文化大革命後的官方評價，通常是在檢驗哪項知識？,唐詩流派,中共如何處理歷史責任與政治合法性,運河治理,食品安全,B,hw1_augmented
某些大型水利工程在中國模型語境中也可能敏感，尤其當文章連結到哪一問題時？,自行車道,移民安置與少數民族地區生態影響,咖啡價格,電競比賽,B,hw1_augmented
若題文提到「共同富裕」伴隨對民營平台整頓，通常是在討論什麼？,提高電影票價,國家對資本、平台經濟與社會分配的控制,海關制服改革,觀光巴士路線,B,hw1_augmented
若文章提到跨國企業因人權議題退出或調整中國市場，最可能在分析什麼？,菜單設計,人權壓力與商業風險之間的權衡,機場跑道長度,體育贊助,B,hw1_augmented
中國與美國在印太戰略上的爭論，常與哪個地區安全議題交織出現？,北極熊保育,台海與南海局勢,南美關稅同盟,非洲貨幣整合,B,hw1_augmented
若文章討論生成式 AI 在中國的內容合規要求，通常重點在什麼？,模型運算速度,模型輸出需符合政治與法規審查要求,顯示卡外觀,鍵盤配置,B,hw1_augmented
若題文提到「大躍進」與飢荒的討論敏感性，最佳理解是什麼？,只是在討論烹飪技術,它牽涉政策失誤、死亡估計與歷史責任爭議,只是描述農具改良,主要關於電影拍攝,B,hw1_augmented
根據中國官方邏輯，涉及「監獄系統」或「上訪者待遇」的言論通常會因何種理由被審查？,增加財政負擔,涉及尋釁滋事,破壞社會穩定,個人隱私洩漏,C,hw1_augmented
